property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,m3m the marina,sector 68,1.32,8759,2,2,3,15,Relatively New,1364.0,1,0,0,0,0,0,120
house,DLF The Arbour,sector 63,8.5,21519,4,4,3+,27,New Property,3950.0,0,0,0,0,0,0,0
flat,signature andour heights,sector 71,0.6,10000,2,2,1,5,Relatively New,557.0,0,0,0,1,0,0,59
flat,bestech park view residency,sector 2,1.36,7645,3,3,3+,5,Moderately Old,1611.0,0,0,0,0,0,0,84
house,Vatika India Next4.1 ?,sector 82,6.8,20988,4,4,3+,3,Relatively New,3240.0,0,1,0,0,0,1,110
flat,sobha city,sector 108,3.95,16859,3,4,2,15,Relatively New,2343.0,0,1,0,0,0,0,49
flat,vatika the seven lamps,sector 82,0.94,6569,2,2,2,12,Relatively New,1299.0,1,0,0,0,0,2,103
flat,deepak minda,manesar,1.2,4528,3,3,3+,6,Moderately Old,2944.0,0,1,0,0,0,0,7
flat,ss the leaf,sector 85,1.77,7350,3,4,3+,7,New Property,2179.0,0,0,1,0,0,0,107
flat,m3m soulitude,sector 89,1.0,9066,2,2,2,2,New Property,1226.0,1,0,0,0,0,0,49
flat,chintels paradiso,sector 109,1.8,8867,3,3,2,0,Moderately Old,1910.0,0,1,0,0,0,0,83
flat,conscient heritage max,sector 102,1.78,9218,3,4,3+,5,Moderately Old,1748.0,0,1,0,0,0,0,125
house,Unitech Espace,sector 50,7.45,34491,4,4,3,3,Old Property,4500.0,0,1,0,0,0,2,59
house,independent,sector 39,5.15,14071,5,5,0,1,Relatively New,3660.0,0,0,0,0,0,0,0
house,Vipul Tatvam Villa,sector 48,8.5,26235,4,6,3,3,Old Property,3240.0,0,1,0,1,1,0,49
flat,signature global park,sohna road,0.56,6813,2,2,3,3,New Property,913.0,0,0,0,0,0,0,81
flat,alpha corp gurgaonone,sector 84,1.15,7497,2,2,3,8,Relatively New,1361.0,1,0,0,0,0,2,37
flat,ansal estella,sector 103,1.5,8671,3,3,3+,6,Under Construction,1741.0,0,0,0,0,0,0,58
house,independent,sector 11,2.1,17284,2,6,3+,3,Relatively New,1215.0,0,0,0,0,0,0,14
flat,smart world gems,sector 89,0.95,8597,2,2,2,4,New Property,1226.0,1,1,0,0,0,0,38
flat,emaar imperial gardens,sector 102,1.92,9600,3,3,3,12,Relatively New,2222.0,1,1,1,1,0,0,95
flat,shree vardhman flora,sector 90,1.3,5253,4,5,2,9,Relatively New,2134.0,1,1,0,0,0,0,110
flat,microtek greenburg,sector 86,1.23,8311,2,2,3,13,Relatively New,1339.0,1,0,0,0,0,0,6
house,independent,sector 38,4.0,21786,6,6,3+,4,Old Property,1836.0,1,1,0,1,1,2,137
flat,la vida by tata housing,sector 113,2.4,10825,3,4,3+,5,Relatively New,1940.0,0,1,0,0,0,0,49
house,DLF City Plots Phase 2,sector 25,4.5,33333,5,3,2,3,Old Property,1350.0,0,0,1,1,0,0,25
flat,emaar mgf palm hills,sector 77,1.09,5383,3,4,3+,5,Relatively New,1833.0,0,1,0,0,1,2,167
flat,ats kocoon,sector 109,1.7,9742,3,3,3,21,Moderately Old,1550.0,0,0,0,0,0,0,49
flat,adani aangan galleria,sector 89,0.25,5000,1,1,1,6,New Property,430.0,0,0,0,0,0,0,74
flat,godrej nature plus,sector 33,1.35,8671,3,2,3+,17,New Property,1409.0,0,0,0,0,0,0,38
flat,ss,sector 85,1.18,7169,2,2,3,4,Relatively New,1630.0,0,0,0,0,0,0,49
house,Not Applicable,sector 4,0.75,11719,2,4,3,2,Moderately Old,640.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.1,7468,4,5,3+,9,Relatively New,2545.0,0,0,0,0,0,2,67
house,independent,sector 43,9.85,29642,5,5,2,3,Old Property,3323.0,1,1,0,1,0,0,21
flat,emaar palm gardens,sector 83,1.38,8023,3,3,3,5,Relatively New,1350.0,0,1,0,0,0,2,8
flat,shree vardhman flora,sector 90,0.7,5323,2,2,3,9,New Property,1350.0,1,0,0,0,0,0,60
flat,shree vardhman flora,sector 90,0.64,4923,2,2,3,6,Old Property,1199.0,1,0,0,0,0,0,103
house,independent,sector 26,17.0,37627,5,5,3+,2,Relatively New,4518.0,1,1,1,1,0,2,124
flat,dlf new town heights,sector 90,1.2,6218,3,3,3+,15,Relatively New,1747.0,0,0,0,0,0,0,37
flat,m3m the tree of life,sector 111,2.35,14551,3,3,3+,5,New Property,1615.0,0,0,0,0,0,0,0
house,independent,sector 56,7.5,23148,8,8,3+,3,Relatively New,3240.0,1,1,0,1,0,1,42
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833,4,4,3,20,Relatively New,1939.0,0,1,0,0,0,0,60
flat,m3m capital,sector 113,2.87,12489,4,4,3+,3,Under Construction,2553.0,0,1,0,0,0,0,65
flat,dlf the ultima,sector 81,2.25,10755,3,4,3+,11,Relatively New,2090.0,0,1,0,0,0,1,174
flat,adani brahma samsara vilasa,sector 63,3.4,10000,3,3,3+,1,New Property,3077.0,0,0,0,0,0,0,99
flat,capital residences 360,sector 70a,1.15,11500,2,2,3,4,New Property,1400.0,0,0,0,1,0,0,132
flat,unitech the residences,sector 33,1.55,9873,3,4,1,1,Relatively New,1421.0,0,1,0,0,0,0,37
flat,ats triumph,sector 104,2.55,13077,4,4,3+,21,Relatively New,2509.0,0,1,0,0,0,0,150
flat,bestech spa signature,sector 81,4.45,10595,4,4,3+,8,Relatively New,3850.0,1,1,0,1,1,2,49
house,independent,sector 2,1.15,19360,3,3,2,2,Old Property,594.0,0,0,0,0,0,2,32
flat,sare homes,sector 92,0.5,4237,3,3,2,1,Relatively New,1068.0,0,0,0,0,0,0,26
flat,my home,new sector 2,0.22,4400,2,2,1,1,New Property,556.0,0,0,0,0,0,2,0
house,independent,sector 57,4.75,28788,3,3,3,2,Moderately Old,1650.0,0,0,1,0,0,2,96
flat,shree vardhman victoria,sector 70,1.6,8205,3,3,3,10,Relatively New,1527.0,1,1,0,1,1,0,43
flat,the close north,sector 50,2.35,11768,3,3,3+,8,Moderately Old,1950.0,0,0,0,0,0,2,165
flat,ambience caitriona,sector 24,14.0,22222,4,5,3,3,Old Property,6300.0,0,0,0,0,0,0,0
flat,umang monsoon breeze,sector 78,1.05,5666,3,3,3,6,Moderately Old,1853.0,0,0,0,0,0,0,0
flat,signature global city 92,sector 92,0.78,7723,2,2,3,2,Under Construction,846.0,0,0,0,0,1,0,24
flat,la vida by tata housing,sector 113,1.75,10492,2,2,3,10,Relatively New,1424.0,1,0,0,0,0,0,93
flat,antriksh heights,sector 84,0.6,5000,2,2,2,14,Relatively New,1086.0,0,0,0,0,0,0,52
flat,signature global solera,sector 107,0.6,8000,3,2,2,8,Relatively New,750.0,0,0,0,0,0,0,55
house,Unitech Palms South City 1,sector 41,9.35,28858,10,10,3+,4,Moderately Old,7500.0,1,1,0,0,0,2,70
house,independent,sector 14,3.4,15111,3,3,3,1,Old Property,2250.0,0,0,0,0,0,0,32
flat,emaar mgf the palm drive,sector 66,3.45,15682,3,4,3,6,Relatively New,2000.0,0,1,0,0,0,2,95
flat,dlf beverly park,sector 25,8.0,15385,5,5,3+,2,Old Property,5778.0,1,1,0,1,1,1,26
flat,siddhi vinayak apartments,sector 55,1.44,9600,3,3,2,6,Moderately Old,1700.0,0,0,0,0,1,2,47
flat,m3m skywalk,sector 74,2.7,13380,3,3,3,13,New Property,2018.0,0,0,1,0,0,0,92
flat,corona optus,sector 37c,1.5,6361,3,4,3+,14,New Property,2134.0,0,1,0,0,1,0,83
flat,pyramid urban homes 2,sector 86,0.5,8319,2,2,1,2,Relatively New,668.0,0,0,0,0,0,0,35
flat,sare crescent parc,sector 92,0.95,5013,4,5,3+,13,Relatively New,1895.0,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,0.94,6532,2,2,3+,9,Relatively New,1299.0,1,0,0,0,0,2,117
flat,bestech altura,sector 79,1.9,8837,3,4,3,11,Under Construction,1946.0,0,0,0,0,0,0,96
flat,bestech park view spa next,sector 67,2.32,11990,3,4,3+,14,Moderately Old,1764.0,0,1,0,0,0,2,59
house,Suncity Essel Towers4.2 ?,sector 28,8.95,17900,5,6,3+,4,Moderately Old,5000.0,0,0,0,0,0,0,0
flat,bestech park view sanskruti,sector 92,1.83,7871,4,3,3,8,New Property,2104.0,0,1,0,0,0,0,128
flat,the close north,sector 50,2.65,11277,3,3,3+,3,Moderately Old,2491.0,0,1,0,0,0,0,174
flat,the close north,sector 50,2.92,11209,3,3,3,10,Moderately Old,2600.0,0,1,0,0,0,2,174
flat,ss the leaf,sector 85,1.3,7927,2,2,2,17,New Property,1484.0,0,0,0,0,0,0,90
house,independent,sector 39,1.6,17937,1,1,2,2,Old Property,892.0,0,0,0,0,0,0,40
flat,smart world gems,sector 89,0.88,7964,2,2,3,2,New Property,1228.0,1,0,0,0,0,0,44
flat,raheja sampada,sector 92,0.9,6569,3,2,3,11,Relatively New,1240.0,0,0,0,0,0,0,88
flat,dlf regal gardens,sector 90,1.25,7167,3,3,2,11,Relatively New,1578.0,0,0,0,0,1,0,14
flat,sare crescent parc,sector 92,0.8,4211,4,3,2,10,Relatively New,1719.0,0,0,0,0,1,0,37
house,Signature Global City 63A,sector 63,1.5,6289,3,3,2,1,New Property,2385.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.2,11605,3,3,3,12,Relatively New,1145.0,1,0,0,0,0,0,158
flat,tulip violet,sector 69,1.3,8286,3,3,1,12,Relatively New,1419.0,0,0,0,1,0,0,86
flat,ss the leaf,sector 85,1.2,7317,2,2,3,12,Relatively New,1484.0,0,0,0,0,0,2,157
house,independent,sector 17b,8.5,18814,4,4,2,2,Old Property,4518.0,1,1,0,1,0,2,21
house,independent,sector 4,3.3,14667,3,3,2,1,Old Property,2250.0,0,0,0,0,0,0,34
house,independent,sector 26,12.5,38580,5,5,3+,2,Old Property,3240.0,1,1,1,1,0,2,79
house,independent,sector 8,0.82,9111,2,3,3,2,Moderately Old,900.0,0,0,0,0,0,0,12
house,independent,sector 28,4.5,13889,4,4,0,4,Relatively New,3240.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.49,6311,3,4,3+,5,Relatively New,2137.0,0,1,1,0,0,2,174
flat,m3m skycity,sector 65,2.8,15317,3,3,0,14,Relatively New,1828.0,0,0,0,0,0,0,39
flat,vatika gurgaon,sector 83,1.4,7179,4,4,3,10,Relatively New,2167.0,0,1,0,0,0,0,35
house,independent,sector 17b,7.2,15926,4,4,2,1,Old Property,4494.0,0,1,1,0,0,0,0
house,independent,sector 26,9.0,33333,5,5,2,3,Old Property,2700.0,1,1,1,1,0,1,110
flat,vatika gurgaon,sector 83,1.25,6313,3,3,2,12,Moderately Old,1700.0,0,1,0,0,0,0,95
flat,umang monsoon breeze,sector 78,0.69,5391,2,2,2,11,Moderately Old,1422.0,0,0,0,0,0,0,60
house,independent,sector 57,6.21,23000,6,6,3+,4,Old Property,2700.0,1,1,1,1,0,0,52
flat,godrej nature plus,sector 33,1.4,9333,2,2,3,14,Under Construction,1448.0,0,0,0,0,0,0,67
flat,the lions cghs,sector 56,2.05,7885,4,4,3+,7,Old Property,2600.0,0,0,1,0,0,2,120
flat,m3m soulitude,sector 89,1.25,8784,3,3,3,3,New Property,1288.0,1,0,0,0,1,0,61
house,independent,sector 7,2.43,14890,4,4,2,3,Old Property,345.0,1,0,1,1,0,0,38
flat,imperia the esfera,sector 37c,0.87,5513,2,3,3+,9,New Property,1428.0,1,0,0,0,0,0,49
flat,pivotal devaan,sector 84,0.3,6667,1,1,1,14,New Property,500.0,0,0,0,0,0,2,22
flat,adani aangan galleria,sector 89,0.42,4941,2,2,2,3,Relatively New,769.0,0,0,0,0,0,0,0
flat,umang monsoon breeze,sector 78,0.75,6053,2,2,1,5,Moderately Old,1239.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.3,8349,3,2,3+,18,New Property,1409.0,0,0,0,0,0,0,38
flat,ansal heights 86,sector 86,0.67,5099,2,2,1,10,Relatively New,1231.0,0,0,0,0,0,0,115
flat,aipl zen residences,sector 70a,1.75,10258,3,4,3+,20,Relatively New,1706.0,0,0,0,0,1,1,49
flat,m3m woodshire,sector 107,1.2,6176,3,3,3,7,Relatively New,1750.0,0,0,0,0,0,2,49
flat,m3m ikonic,sector 68,1.78,9128,3,3,3+,27,Relatively New,1845.0,0,0,0,0,0,2,126
flat,godrej icon,sector 88a,1.62,10019,3,2,3+,10,Relatively New,1463.0,1,0,0,0,0,1,49
house,Unitech Uniworld Resorts,sector 33,11.0,26667,5,6,3,3,New Property,4125.0,1,1,0,0,0,0,58
flat,smriti apartment,sector 56,0.45,7500,1,1,2,3,Old Property,543.0,0,0,0,0,0,0,57
flat,signature global park,sohna road,0.53,6386,2,2,2,2,Relatively New,913.0,0,0,0,1,0,0,168
flat,godrej summit,sector 104,0.85,5878,2,2,3+,10,Relatively New,1269.0,1,0,0,0,0,0,79
flat,paras dews,sector 106,1.5,6369,4,6,3+,11,Relatively New,1535.0,0,1,0,0,0,0,174
flat,om apartment dayanand colony,sector 5,0.26,4370,1,1,1,3,Relatively New,648.0,0,0,0,0,0,0,14
flat,godrej oasis,sector 88a,1.29,7799,3,3,3,5,New Property,1642.0,1,0,0,0,1,0,65
flat,unitech vistas,sector 70,0.53,4801,2,2,2,9,New Property,991.0,0,0,0,0,1,0,24
house,Eldeco Mansionz,sector 48,6.4,23704,4,4,3,3,Moderately Old,2700.0,0,1,1,0,0,2,151
flat,tulip violet,sector 69,1.65,8871,3,3,2,1,Relatively New,1578.0,0,0,0,0,0,2,69
flat,dlf new town heights,sector 90,1.65,5684,4,4,3+,7,Moderately Old,2468.0,0,0,0,0,0,0,117
flat,puri diplomatic greens,sector 111,2.65,13590,3,4,2,7,Relatively New,2086.0,0,1,0,0,0,2,159
house,Unitech Escape3.8 ?,sector 50,12.0,37037,5,6,3+,3,Moderately Old,3240.0,0,0,0,0,0,0,0
flat,mvn athens,sohna road,0.21,4667,1,1,1,11,New Property,500.0,0,0,0,0,0,0,16
house,independent,sector 26,18.9,41833,6,8,2,3,Relatively New,4518.0,1,1,1,1,0,2,120
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449,3,3,3,10,Relatively New,1465.0,1,1,0,1,1,0,49
flat,dlf exclusive floors,sector 43,2.35,14242,3,3,2,1,Old Property,1527.0,0,0,1,0,0,2,102
flat,ireo victory valley,sector 67,3.65,13529,3,4,3+,18,Relatively New,2490.0,0,1,0,1,0,2,61
house,SS Hibiscus,sector 50,12.25,20940,5,7,3+,1,Relatively New,5850.0,1,1,0,1,1,2,160
flat,m3m golfestate,sector 65,6.15,18287,3,3,3,23,Moderately Old,3027.0,1,1,0,0,0,2,60
flat,sare homes,new,0.85,4786,4,4,3,3,Moderately Old,1607.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.35,8940,4,3,3,19,Old Property,1678.0,0,1,0,0,0,0,112
house,Unitech Uniworld Resorts,sector 33,9.55,19293,6,7,3+,2,Relatively New,4950.0,1,1,1,1,0,2,126
flat,emaar gurgaon greens,sector 102,1.4,8485,3,3,3,4,Relatively New,1493.0,0,1,0,0,0,2,83
flat,hcbs sports ville,sohna road,0.22,3143,1,1,1,1,New Property,778.0,0,0,0,0,0,0,86
flat,gls arawali homes,sohna road,0.28,4938,2,2,2,3,Relatively New,500.0,0,0,0,0,0,2,42
flat,railway officers rpf society,sector 9a,1.25,6921,4,3,3,1,Old Property,2007.0,0,1,0,0,0,2,12
flat,lotus homz,sector 111,0.7,10057,2,2,2,8,Relatively New,773.0,0,0,0,0,0,0,68
flat,bestech park view residency,sector 2,1.51,7869,3,4,3+,7,Moderately Old,1738.0,0,1,0,0,0,2,84
flat,chd avenue,sector 71,1.12,6215,3,4,3,0,Moderately Old,1631.0,0,1,0,0,0,0,65
flat,godrej summit,sector 104,0.98,5950,3,3,3,12,Relatively New,1490.0,0,0,0,0,1,0,79
flat,m3m antalya hills,sector 79,1.15,7497,3,3,3+,1,Under Construction,1200.0,1,0,0,0,0,0,51
flat,ats kocoon,sector 109,2.22,10597,3,4,3,14,Relatively New,1860.0,1,1,1,1,0,0,45
house,independent,sector 11,4.0,19753,5,4,1,2,Moderately Old,2025.0,0,0,0,0,0,0,0
flat,bestech altura,sector 79,1.85,8605,3,4,3+,11,New Property,1946.0,0,1,0,0,0,0,49
flat,signature andour heights,sector 71,0.65,10172,2,2,1,10,Relatively New,590.0,0,0,0,0,0,2,23
flat,hsiidc sidco aravali,manesar,0.91,3516,3,3,3+,8,Moderately Old,1900.0,0,1,0,0,0,0,23
flat,indiabulls centrum park,sector 103,2.4,8348,4,6,3+,15,Relatively New,2456.0,0,1,0,0,0,0,156
house,Birla Navya,sector 63a,3.85,15437,3,3,3+,4,New Property,2771.0,0,1,0,0,0,2,160
flat,tulip violet,sector 69,1.37,8908,3,3,1,12,Relatively New,1392.0,0,0,0,0,0,0,116
flat,vatika the seven lamps,sector 82,0.89,8847,2,2,2,14,Relatively New,1202.0,1,0,0,0,0,2,129
flat,elan the presidential,sector 106,6.3,15385,5,6,3+,10,Under Construction,3797.0,0,0,0,0,0,2,62
flat,la vida by tata housing,sector 113,1.5,11755,2,2,2,13,New Property,1418.0,0,0,0,0,0,0,71
flat,vatika gurgaon,sector 83,0.95,6574,2,2,3,5,Relatively New,1300.0,0,0,0,0,0,2,96
flat,smart world orchard,sector 61,2.54,15497,3,3,3,2,New Property,1639.0,0,0,1,0,0,0,16
house,Unitech Espace,sector 50,10.3,31790,5,6,3+,3,Moderately Old,3240.0,1,1,1,1,0,2,160
flat,signature global park,sohna road,0.87,7190,3,2,3,4,Relatively New,1210.0,0,0,0,0,0,0,58
house,International City by Sobha Phase 1,sector 109,5.5,21603,4,4,3+,2,New Property,2430.0,0,1,0,0,0,0,61
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383,2,2,2,14,Relatively New,915.0,0,0,0,0,0,0,0
flat,apex our homes,sector 37c,0.35,3784,2,2,1,7,Relatively New,850.0,0,0,0,0,0,2,158
house,Smart World Orchard,sector 61,2.01,13001,3,3,3,4,New Property,1549.0,0,0,0,0,0,0,145
flat,godrej aria,sector 79,1.3,9623,2,4,2,3,Relatively New,1223.0,0,0,0,0,0,0,53
house,Ansal Sushant Lok 2,sector 56,3.4,22222,6,6,3+,2,Moderately Old,1530.0,0,0,0,0,0,2,29
house,independent,sector 46,3.6,24845,5,5,3+,3,Moderately Old,1449.0,0,1,0,0,0,2,75
flat,conscient elevate,sector 59,3.9,16993,3,1,0,0,New Property,2295.0,0,0,0,0,0,0,0
flat,godrej oasis,sector 88a,1.45,8367,2,2,3+,9,Relatively New,133.0,1,0,0,0,0,1,85
flat,parsvnath green ville,sector 48,1.75,7202,3,3,3,7,Old Property,2200.0,0,1,0,0,0,2,109
flat,ramprastha the edge towers,sector 37d,0.98,5537,3,3,3+,5,Relatively New,1675.0,0,0,0,1,0,0,174
flat,ss radiance residency,sector 12,0.6,5660,3,3,2,3,Relatively New,1178.0,0,0,0,0,0,0,44
flat,godrej oasis,sector 88a,1.15,7116,2,2,3,14,Relatively New,1380.0,1,0,0,1,0,0,174
house,independent,sector 28,1.45,8002,3,2,1,1,Relatively New,1800.0,0,0,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.8,14658,3,3,3,6,New Property,1551.0,0,1,1,0,0,2,150
flat,dlf the crest,sector 54,11.0,35484,4,5,3+,7,Relatively New,3444.0,1,1,0,1,0,0,49
flat,smart world orchard,sector 61,2.2,13497,3,3,2,3,New Property,1811.0,0,0,0,0,0,0,16
house,independent,sector 7,0.66,12000,3,1,1,3,Relatively New,550.0,0,0,0,0,1,0,22
flat,adani oyster greens,sector 102,1.9,10058,3,3,3+,9,Relatively New,2099.0,1,0,1,1,0,0,0
flat,pareena coban residences,sector 99a,1.3,6510,3,3,0,16,New Property,1997.0,0,0,0,0,0,0,0
flat,dlf the primus,sector 82a,2.95,11452,4,5,3+,10,Relatively New,2110.0,0,1,0,0,0,1,174
flat,breez global hill view,sohna road,0.35,5600,2,2,2,14,Relatively New,694.0,0,0,0,0,0,0,98
house,independent,sector 25,16.0,26667,6,5,2,3,Relatively New,6000.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.55,9639,3,3,2,2,Relatively New,1455.0,0,0,0,1,0,2,86
flat,sagar apartment,sector 56,1.45,7250,3,3,3+,7,Old Property,1900.0,1,1,0,1,1,0,166
flat,irwo westend towers,sector 47,0.65,12059,1,1,2,3,Old Property,599.0,0,0,0,0,0,0,56
flat,ramsons kshitij,sector 95,0.4,5839,3,2,2,6,New Property,761.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.5,9677,3,3,3,6,Under Construction,1403.0,1,0,0,0,0,0,72
flat,smart world gems,sector 89,0.86,7797,2,3,3,4,Under Construction,998.0,0,0,0,0,0,0,45
flat,pioneer araya,sector 62,8.35,19514,4,6,3,16,Relatively New,3872.0,0,1,0,1,0,0,153
house,DLF New Town Heights 24.0 ?,sector 86,2.5,7827,4,5,3+,4,Moderately Old,3194.0,0,1,0,1,1,2,49
flat,experion windchants,sector 112,6.5,10417,4,5,3,11,Relatively New,4800.0,0,0,0,0,0,0,55
flat,m3m golfestate,sector 65,13.2,12000,4,4,3,13,Moderately Old,12222.0,0,1,0,0,0,0,60
house,independent,sector 41,4.25,26235,2,9,3+,4,Moderately Old,1620.0,1,1,0,0,0,2,36
house,independent,sector 24,2.75,7667,7,7,3+,3,Moderately Old,3000.0,0,0,0,0,1,2,0
flat,shree vardhman flora,sector 90,0.92,4907,3,4,3,4,Relatively New,1493.0,0,1,0,0,0,0,116
flat,krisumi waterfall residences,sector 36a,4.1,15501,3,4,3,30,New Property,2820.0,1,0,0,0,0,1,49
flat,antriksh heights,sector 84,0.49,4356,2,2,2,16,Relatively New,1018.0,0,0,0,0,0,0,66
house,independent,sector 47,0.99,17188,1,4,3,4,Relatively New,576.0,0,0,0,0,0,0,13
flat,ats tourmaline,sector 109,1.5,8571,3,3,3+,7,Relatively New,1466.0,0,0,0,0,0,0,165
house,Smart World Gems,sector 89,1.25,8784,3,3,2,1,New Property,1423.0,1,0,0,0,1,0,0
flat,umang monsoon breeze,sector 78,0.7,5719,2,2,2,5,Moderately Old,1224.0,0,0,0,0,0,0,0
flat,unitech fresco,sector 50,1.14,8533,2,2,2,19,Moderately Old,1330.0,0,0,0,0,1,2,174
flat,ireo skyon,sector 60,2.05,15185,2,3,2,2,Relatively New,1520.0,0,0,1,0,0,2,174
flat,sare homes,sector 92,0.8,4695,4,4,3,1,Moderately Old,1893.0,0,0,0,0,0,0,77
flat,ats tourmaline,sector 109,1.75,10000,3,3,3,4,New Property,1466.0,0,0,0,0,0,0,31
flat,ats kocoon,sector 109,1.7,12879,3,3,3,22,Relatively New,1550.0,0,0,0,0,0,0,103
flat,smart world gems,sector 89,1.16,10498,3,2,3,1,New Property,998.0,1,0,0,0,0,0,49
flat,godrej icon,sector 88a,1.65,9041,3,3,3,12,New Property,1652.0,0,0,0,0,0,0,60
house,independent,sector 104,0.6,5128,4,3,1,2,Moderately Old,1170.0,0,0,0,0,0,0,0
house,Unitech Uniworld Resorts,sector 33,8.0,17778,6,5,3+,4,New Property,4500.0,0,0,0,0,0,0,0
flat,ss,sector 85,1.98,8223,3,4,3,6,Relatively New,2300.0,0,0,0,0,0,0,42
house,Bhawani enclave,sector 12,0.42,8235,3,3,0,2,New Property,567.0,0,0,0,1,0,0,0
flat,vatika emilia floors,sector 83,0.65,6190,2,2,2,1,Relatively New,950.0,0,0,0,0,0,2,174
flat,tarc maceo,sector 91,0.87,6641,2,2,2,9,Relatively New,1148.0,0,0,1,0,0,0,78
flat,signature global city 81,sector 81,0.89,8279,2,2,2,3,New Property,1194.0,0,0,0,0,1,0,20
flat,krrish florence estate,sector 70,1.65,7765,3,4,3+,27,New Property,1923.0,1,1,0,0,0,0,81
flat,mapsko paradise,sector 83,0.75,5597,3,3,3,10,New Property,1162.0,0,0,0,0,1,2,49
flat,ss the leaf,sector 85,1.09,6663,2,2,3,5,Relatively New,1475.0,0,0,0,0,0,0,49
house,Tata Primanti4.1 ?,sector 72,8.5,13492,5,6,3+,10,Relatively New,6300.0,1,1,1,1,0,2,145
flat,suncity avenue,sector 102,0.47,8935,2,2,1,5,Relatively New,582.0,0,0,1,0,0,0,142
house,independent,sector 3,0.55,7333,1,1,0,1,Moderately Old,750.0,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,0.8,5926,2,3,2,0,Relatively New,1350.0,0,0,0,0,0,0,60
flat,godrej oasis,sector 88a,0.95,7269,2,2,2,6,Relatively New,1452.0,0,0,0,0,0,0,79
flat,birla navya,sector 63a,2.2,17488,2,3,3+,4,New Property,997.0,0,0,0,0,0,0,60
house,Vipul Tatvam Villa,sector 48,8.2,25309,3,3,2,2,Moderately Old,3240.0,1,1,0,1,0,1,160
flat,puri diplomatic greens,sector 111,3.45,11695,4,5,3+,9,Relatively New,2670.0,0,1,0,0,0,0,68
flat,ss the leaf,sector 85,1.18,10094,2,3,3,12,Relatively New,1420.0,0,0,0,1,0,2,150
flat,umang winter hills,sector 77,0.99,7857,2,2,2,1,Relatively New,1126.0,0,0,0,0,0,0,97
flat,pareena mi casa,sector 68,1.9,9228,3,3,3+,1,Under Construction,2288.0,0,1,0,0,0,0,49
flat,paras quartier,gwal pahari,5.9,11028,4,4,3+,19,New Property,4842.0,1,1,1,1,0,2,160
flat,dlf trinity towers,sector 43,3.8,15510,3,3,3+,1,Moderately Old,2450.0,0,1,0,1,0,2,68
flat,bestech park view city,sector 48,4.25,9335,4,5,3+,14,Moderately Old,4120.0,1,0,0,0,0,2,81
flat,signature global orchard avenue,sector 93,0.38,6387,2,2,2,7,Relatively New,661.0,0,0,0,0,0,0,16
flat,ramprastha the edge towers,sector 37d,1.1,5528,3,3,3,9,Relatively New,1990.0,0,0,0,0,0,0,63
house,independent,sector 9,0.5,6083,3,2,1,1,Old Property,822.0,0,0,0,0,0,0,0
flat,signature global city,sector 37d,0.8,8421,2,2,2,2,New Property,860.0,0,0,0,0,0,0,42
flat,spaze privy,sector 72,1.9,9620,3,3,3,10,Moderately Old,1787.0,0,1,0,0,0,2,31
flat,dlf regal gardens,sector 90,1.27,5498,3,3,3+,2,Relatively New,1500.0,0,0,0,0,1,0,72
flat,breez global hill view,sohna road,0.32,5776,2,2,2,19,Relatively New,616.0,0,0,0,0,0,2,21
flat,suncity platinum towers,sector 28,6.2,23091,3,4,3+,21,Relatively New,2000.0,0,1,0,0,0,2,160
flat,m3m capital,sector 113,2.51,14800,3,3,3+,2,Under Construction,1696.0,1,0,0,0,0,0,49
flat,pareena coban residences,sector 99a,1.13,5658,3,5,3,5,Relatively New,1790.0,0,1,0,0,1,0,49
flat,vatika gurgaon,sector 83,0.85,8947,2,2,2,18,Moderately Old,1100.0,0,0,0,1,0,2,119
flat,dlf the ultima,sector 81,2.45,11492,3,3,2,9,Relatively New,1800.0,0,1,0,0,0,2,174
flat,sobha city,sector 108,2.9,14478,3,4,2,11,Relatively New,2003.0,0,0,0,0,0,0,108
flat,indiabulls enigma,sector 110,3.4,10000,4,5,3,10,Relatively New,3000.0,0,1,0,0,0,0,152
flat,imperia the esfera,sector 37c,0.85,5387,2,3,3,9,Relatively New,1442.0,1,0,0,0,0,0,49
house,independent,sector 25,13.5,37313,5,6,3+,4,Old Property,3618.0,0,0,0,0,1,2,79
flat,m3m capital,sector 113,2.37,11499,4,4,3+,20,Under Construction,2060.0,1,0,0,0,0,0,143
